TIMESTAMP,wnd_spd,wnd_spd_max,wnd_spd_min,u_star,wnd_dir_sonic
06-08-15 18,1.4158875,1.509956,1.321819,0.10624991,-100.72611
06-08-15 19,1.688713,1.704743,1.672683,0.1284411,-122.4998
06-08-15 20,1.2398085,1.598063,0.881554,0.15302495,-131.25205
06-08-15 21,1.17704375,1.65981,0.6942775,0.1391205,-115.47315
06-08-15 22,1.885692,1.901858,1.869526,0.1935652,-116.63975
06-08-15 23,1.1031575,1.446648,0.759667,0.1153672,-85.400935
06-09-15 00,0.9075501,1.21149,0.6036102,0.050658355,149.6147
06-09-15 01,0.71557465,0.8132022,0.6179471,0.033537535,138.23035
06-09-15 02,0.9351586,1.079002,0.7913152,0.040601655,146.23275
06-09-15 03,1.37742045,1.875209,0.8796319,0.108947795,161.5548
06-09-15 04,2.168906,2.41051,1.927302,0.2563393,-163.16315
06-09-15 05,2.67988,2.893424,2.466336,0.35553095,-145.7788
06-09-15 06,2.7109275,2.826738,2.595117,0.42659245,-126.38165
06-09-15 07,2.521883,2.533212,2.510554,0.4249149,-122.2746
06-09-15 08,2.6315795,2.687522,2.575637,0.4765861,-110.58845
06-09-15 09,2.6960355,2.902945,2.489126,0.519073,-89.164615
06-09-15 10,2.5786665,2.84401,2.313323,0.46974735,-84.31894
06-09-15 11,2.5040265,2.634718,2.373335,0.45977885,-73.715695
06-09-15 12,2.1107575,2.18746,2.034055,0.38779985,-61.290345
06-09-15 13,2.018226,2.580685,1.455767,0.3065722,72.11085
06-09-15 14,2.171677,2.304599,2.038755,0.4543244,14.32885
06-09-15 15,1.39835,1.470201,1.326499,0.2561566,-129.6369
06-09-15 16,1.18101865,1.467153,0.8948843,0.1769907,10.2385
06-09-15 17,1.313392,1.361547,1.265237,0.15043065,-130.79265
06-09-15 18,1.066537,1.126914,1.00616,0.08898196,-162.51015
06-09-15 19,1.136604,1.170589,1.102619,0.090702825,-152.1822
06-09-15 20,0.9021811,0.94242,0.8619422,0.06687068,-136.47835
06-09-15 21,0.9548298,0.9562893,0.9533703,0.059904825,154.03765
06-09-15 22,1.241785,1.325789,1.157781,0.05337049,140.5802
06-09-15 23,0.85603625,0.9024644,0.8096081,0.051796135,97.42389
06-10-15 00,1.422804,1.610442,1.235166,0.15429325,-168.2613
06-10-15 01,1.3688305,1.392694,1.344967,0.1524273,-178.2009
06-10-15 02,1.3055875,1.574646,1.036529,0.087879625,-100.10961
06-10-15 03,1.5494785,1.73281,1.366147,0.1518586,-118.35978
06-10-15 04,1.25413,1.306532,1.201728,0.086979425,-121.04
06-10-15 05,1.7667635,2.040587,1.49294,0.15252675,-124.47365
06-10-15 06,1.866851,1.969321,1.764381,0.21272895,-131.6756
06-10-15 07,1.9987275,2.14361,1.853845,0.32673055,-116.78455
06-10-15 08,3.396896,3.652862,3.14093,0.65388925,-81.575625
06-10-15 09,4.0468015,4.055491,4.038112,0.73981555,-88.997695
06-10-15 10,3.9333295,4.005469,3.86119,0.78549425,-78.631895
06-10-15 11,3.9074185,4.118659,3.696178,0.74449035,-79.32228
06-10-15 12,3.97547,4.031516,3.919424,0.71526225,-66.30995
06-10-15 13,3.6815655,3.68289,3.680241,0.6445939,-66.726685
06-10-15 14,3.3622505,3.624631,3.09987,0.59741265,-73.820235
06-10-15 15,3.8989885,4.482893,3.315084,0.80215355,-80.69183
06-10-15 16,3.617517,3.632104,3.60293,0.6766111,-72.537155
06-10-15 17,3.468589,3.596506,3.340672,0.6102243,-67.452805
06-10-15 18,2.3972405,2.689824,2.104657,0.3973318,-29.47633
06-10-15 19,1.6457395,1.758624,1.532855,0.22008855,40.911075
06-10-15 20,2.462516,2.532526,2.392506,0.35913235,24.61117
06-10-15 21,2.1077295,2.409568,1.805891,0.24093395,-21.459015
06-10-15 22,1.5237935,1.66139,1.386197,0.22698995,17.7240225
06-10-15 23,1.45961,1.664972,1.254248,0.15916075,77.677025
06-11-15 00,2.641865,2.884742,2.398988,0.4154122,150.85675
06-11-15 01,2.178915,2.260933,2.096897,0.38828505,151.16515
06-11-15 02,2.0794675,2.104031,2.054904,0.38660485,160.8619
06-11-15 03,2.424125,2.594409,2.253841,0.44871245,163.05605
06-11-15 04,2.4809365,2.528658,2.433215,0.45226665,161.4902
06-11-15 05,1.999287,2.090985,1.907589,0.38650475,160.9862
06-11-15 06,1.959372,2.021403,1.897341,0.3981746,169.82035
06-11-15 07,2.2948525,2.392381,2.197324,0.4189752,4.20825
06-11-15 08,2.6333145,2.876227,2.390402,0.51401785,-153.90615
06-11-15 09,3.6247165,3.855745,3.393688,0.7072069,-142.2847
06-11-15 10,3.6512095,3.707981,3.594438,0.7252222,-137.3911
06-11-15 11,3.3602365,3.523667,3.196806,0.6714802,-131.04865
06-11-15 12,3.443102,3.793502,3.092702,0.7340801,-134.0274
06-11-15 13,2.838526,2.944079,2.732973,0.6139564,-132.5646
06-11-15 14,2.257351,2.409713,2.104989,0.48465365,-112.66525
06-11-15 15,2.3188165,2.481512,2.156121,0.44557205,-111.03471
06-11-15 16,1.9961655,2.157907,1.834424,0.399875,-114.50725
06-11-15 17,1.5056145,1.55678,1.454449,0.2659241,-143.96835
06-11-15 18,1.2828725,1.288288,1.277457,0.11756815,1.11195
06-11-15 19,2.61323,3.052778,2.173682,0.44953425,167.91155
06-11-15 20,3.093267,3.379308,2.807226,0.5435437,167.31675
06-11-15 21,2.7467635,2.871414,2.622113,0.48356275,171.7078
06-11-15 22,1.965409,2.420789,1.510029,0.3467005,171.9832
06-11-15 23,1.2496555,1.499416,0.999895,0.2502759,6.63045
06-12-15 00,0.9256016,1.033586,0.8176172,0.080959165,11.7214185
06-12-15 01,1.505403,1.512434,1.498372,0.147106,60.440815
06-12-15 02,1.638325,1.697775,1.578875,0.2069273,86.97568
06-12-15 03,1.549368,1.672199,1.426537,0.1806341,75.20068
06-12-15 04,1.5424075,1.764424,1.320391,0.15820735,79.37045
06-12-15 05,1.140508,1.265391,1.015625,0.08465925,57.05643
06-12-15 06,1.1617475,1.182467,1.141028,0.1172474,77.91087
06-12-15 07,1.857428,1.914402,1.800454,0.3436362,68.457615
06-12-15 08,2.561714,2.954504,2.168924,0.43565245,34.564385
06-12-15 09,3.677181,3.806677,3.547685,0.6704216,36.05937
06-12-15 10,2.3683625,2.786121,1.950604,0.42863425,39.21997
06-12-15 11,1.799425,2.176677,1.422173,0.2716352,-15.9267535
06-12-15 12,2.2339165,2.25335,2.214483,0.36086325,15.2903865
06-12-15 13,2.873892,3.327986,2.419798,0.5704028,41.45756
06-12-15 14,2.83768,2.854169,2.821191,0.55255595,46.01162
06-12-15 15,2.716108,3.766724,1.665492,0.4697651,75.8135
06-12-15 16,3.2644415,3.963631,2.565252,0.59957135,85.24587
06-12-15 17,1.429196,1.568997,1.289395,0.2314778,89.48047
06-12-15 18,0.85953615,1.144002,0.5750703,0.12603122,96.03595
06-12-15 19,0.6075896,0.7615916,0.4535876,0.038369175,50.07378
06-12-15 20,1.04605165,1.093909,0.9981943,0.07012301,65.50329
06-12-15 21,0.9143149,0.9648033,0.8638265,0.07489851,96.71465
06-12-15 22,0.85182045,0.8888013,0.8148396,0.06217629,-1.172913
06-12-15 23,1.0354656,1.146826,0.9241052,0.09940895,12.78074
07-01-15 00,0.69100365,0.8140931,0.5679142,0.04706521,-14.57405
07-01-15 01,0.51180275,0.5966288,0.4269767,0.04715128,-135.0697
07-01-15 02,0.68790205,0.7068584,0.6689457,0.045362715,-92.90366
07-01-15 03,0.35943065,0.3640453,0.354816,0.05502049,5.6321
07-01-15 04,0.84311655,0.9014935,0.7847396,0.047657085,-162.67275
07-01-15 05,1.25491,1.346914,1.162906,0.083602355,-140.49995
07-01-15 06,1.288799,1.334164,1.243434,0.08705785,-135.73155
07-01-15 07,1.9962565,2.091588,1.900925,0.32227255,-96.66721
07-01-15 08,3.171072,3.236046,3.106098,0.59466535,-93.779925
07-01-15 09,3.9254555,4.36316,3.487751,0.7675792,-84.85829
07-01-15 10,4.366607,4.458849,4.274365,0.7750788,-63.54376
07-01-15 11,3.8089785,3.869148,3.748809,0.695106,-52.081235
07-01-15 12,3.3520305,3.446396,3.257665,0.61713275,-57.12787
07-01-15 13,2.815525,2.857941,2.773109,0.54578525,-79.94066
07-01-15 14,3.756272,3.8813,3.631244,0.6574784,-81.785185
07-01-15 15,2.979037,3.408176,2.549898,0.5779697,-82.578795
07-01-15 16,3.0488585,3.286317,2.8114,0.5383866,-89.237305
07-01-15 17,2.8582095,3.022406,2.694013,0.48890565,-106.3846
07-01-15 18,2.5245475,2.720954,2.328141,0.4399254,-108.6529
07-01-15 19,2.227469,2.271377,2.183561,0.36764415,-125.2031
07-01-15 20,2.064178,2.0657,2.062656,0.2838704,-135.51755
07-01-15 21,1.733249,1.872575,1.593923,0.19884435,-141.8009
07-01-15 22,1.330274,1.420707,1.239841,0.11892075,-134.7024
07-01-15 23,1.236287,1.279657,1.192917,0.090876965,-137.1488
07-02-15 00,0.8100759,0.9606473,0.6595045,0.10972623,-94.84814
07-02-15 01,1.6734975,1.889295,1.4577,0.25700345,-1.2522015
07-02-15 02,1.535774,1.639475,1.432073,0.2211105,-2.5648195
07-02-15 03,2.421822,2.442381,2.401263,0.4093176,19.988275
07-02-15 04,2.418903,2.544125,2.293681,0.40501015,22.08451
07-02-15 05,1.7474975,1.97024,1.524755,0.29243805,30.991355
07-02-15 06,1.611529,1.949462,1.273596,0.25781245,57.883195
07-02-15 07,2.056006,2.298402,1.81361,0.35922785,56.64561
07-02-15 08,1.6865935,1.793469,1.579718,0.31452325,53.57515
07-02-15 09,2.2229545,2.416594,2.029315,0.43665695,51.4309
07-02-15 10,2.2609785,2.352583,2.169374,0.45093745,48.56887
07-02-15 11,4.098892,4.33867,3.859114,0.76789005,48.413195
07-02-15 12,5.4392615,5.760258,5.118265,1.0856355,28.77688
07-02-15 13,5.147288,5.60546,4.689116,0.9458909,25.72
07-02-15 14,4.666137,4.971423,4.360851,0.88486145,20.92012
07-02-15 15,4.2973795,4.463647,4.131112,0.8545172,28.859985
07-02-15 16,3.6171135,3.624698,3.609529,0.6981239,22.472665
07-02-15 17,3.531113,3.69568,3.366546,0.63958305,30.269945
07-02-15 18,2.968681,2.973759,2.963603,0.5671064,36.60797
07-02-15 19,2.672959,2.893162,2.452756,0.47387155,37.785695
07-02-15 20,2.938683,3.102365,2.775001,0.52805885,43.164095
07-02-15 21,2.7116045,3.005685,2.417524,0.4500154,29.14455
07-02-15 22,2.487182,2.752807,2.221557,0.45161225,24.67429
07-02-15 23,2.504986,2.58277,2.427202,0.42526445,23.67126
07-03-15 00,1.390961,1.398629,1.383293,0.066882085,143.66615
07-03-15 01,0.7561205,0.8341681,0.6780729,0.077929995,148.27555
07-03-15 02,0.36141355,0.472134,0.2506931,0.061167635,52.144645
07-03-15 03,1.1428294,1.359527,0.9261318,0.050896975,133.3805
07-03-15 04,0.99386675,1.221548,0.7661855,0.04506014,155.5981
07-03-15 05,1.1341865,1.215747,1.052626,0.0467725,154.1191
07-03-15 06,1.3443755,1.528171,1.16058,0.057315525,139.4361
07-03-15 07,0.9718149,1.03807,0.9055598,0.090528895,172.42455
07-03-15 08,0.9448269,1.150735,0.7389188,0.09068872,31.84787
07-03-15 09,1.1088345,1.145281,1.072388,0.19284945,-121.75915
07-03-15 10,2.0280235,2.238462,1.817585,0.40934475,-84.080625
07-03-15 11,2.3140205,2.366961,2.26108,0.42617885,-65.13295
07-03-15 12,2.292819,2.427713,2.157925,0.3711276,-63.43213
07-03-15 13,3.5133715,4.136344,2.890399,0.52074025,51.7011685
07-03-15 14,2.3088605,2.431967,2.185754,0.44901985,125.21285
07-03-15 15,2.631594,2.740019,2.523169,0.4964641,12.557213
07-03-15 16,1.31259745,1.857238,0.7679569,0.2603372,-52.61463
07-03-15 17,0.79642085,0.9426316,0.6502101,0.11844198,-48.658855
07-03-15 18,0.81788125,1.003425,0.6323375,0.096702915,-48.45601
07-03-15 19,0.69126925,0.7693889,0.6131496,0.04237775,12.10585
07-03-15 20,0.7839437,0.8126906,0.7551968,0.0565142,28.94777
07-03-15 21,0.4872587,0.5071312,0.4673862,0.0297099,-119.9251
07-03-15 22,0.92118425,0.9966749,0.8456936,0.07200156,140.8041
07-03-15 23,1.16164,1.174273,1.149007,0.050593025,155.95485
07-04-15 00,0.9257173,1.096616,0.7548186,0.057567735,129.10655
07-04-15 01,0.679181,0.8736809,0.4846811,0.032000955,140.0397
07-04-15 02,0.61949125,0.6296145,0.609368,0.053527965,30.72913
07-04-15 03,1.0849315,1.092283,1.07758,0.06501905,110.3515
07-04-15 04,0.7319896,0.892043,0.5719362,0.045235335,99.32097
07-04-15 05,0.59512295,0.6999797,0.4902662,0.06377388,37.69644
07-04-15 06,1.0620264,1.386997,0.7370558,0.11244385,74.04682
07-04-15 07,1.140989,1.255128,1.02685,0.16083835,74.460215
07-04-15 08,2.058249,2.411155,1.705343,0.3774397,77.8339
07-04-15 09,3.173601,3.644628,2.702574,0.60447155,85.15361
07-04-15 10,3.64665,3.90179,3.39151,0.6605024,95.11861
07-04-15 11,2.872423,2.99485,2.749996,0.55044075,90.26644
07-04-15 12,2.7155875,2.773555,2.65762,0.5635605,81.733545
07-04-15 13,3.4537965,3.488782,3.418811,0.5903817,96.933415
07-04-15 14,3.1168355,3.235375,2.998296,0.57900135,108.80455
07-04-15 15,4.112304,5.081608,3.143,0.6954075,117.6365
07-04-15 16,3.5553815,3.973744,3.137019,0.5958578,126.3881
07-04-15 17,1.93845,2.222585,1.654315,0.34817315,97.858835
07-04-15 18,1.58273985,2.376753,0.7887267,0.27383815,108.99307
07-04-15 19,0.600975,0.651077,0.550873,0.068089345,1.97925
07-04-15 20,1.21362945,1.599284,0.8279749,0.16166753,146.9706
07-04-15 21,1.6407885,1.949108,1.332469,0.23969115,147.86795
07-04-15 22,0.90698775,0.9682083,0.8457672,0.1423294,-142.1042
07-04-15 23,0.69715195,0.9170582,0.4772457,0.104166005,-89.50535
07-05-15 00,0.90315385,1.113541,0.6927667,0.046312995,147.28435
07-05-15 01,0.7794759,0.9395964,0.6193554,0.064170235,59.60218
07-05-15 02,0.6313702,0.6340134,0.628727,0.12478967,-105.953655
07-05-15 03,0.9327156,1.053085,0.8123462,0.3053989,-54.78171
07-05-15 04,0.86873335,0.9605101,0.7769566,0.21173096,56.0734075
07-05-15 05,1.440544,1.69916,1.181928,0.04797635,158.0114
07-05-15 06,1.2302069,1.557638,0.9027758,0.062532595,-7.3933
07-05-15 07,1.0286535,1.055397,1.00191,0.137029165,174.6614
07-05-15 08,1.6638575,1.747508,1.580207,0.3425107,169.31165
07-05-15 09,2.0684335,2.216217,1.92065,0.38782415,169.05335
07-05-15 10,1.9488255,2.004493,1.893158,0.36141975,-171.2451
07-05-15 11,1.9212245,2.129364,1.713085,0.32616845,-144.2611
07-05-15 12,1.744605,1.811794,1.677416,0.33209075,-121.0421
07-05-15 13,1.42919,1.43367,1.42471,0.2866779,-146.88455
07-05-15 14,2.081619,2.140974,2.022264,0.39442725,-139.5403
07-05-15 15,1.669419,1.89042,1.448418,0.30900795,-138.1704
07-05-15 16,1.21276505,1.561171,0.8643591,0.2757856,-129.61215
07-05-15 17,1.3962245,1.437632,1.354817,0.2164128,-119.2384
07-05-15 18,1.2752825,1.466255,1.08431,0.128517,-151.3089
07-05-15 19,1.744367,1.773157,1.715577,0.15659705,-152.01315
07-05-15 20,1.715007,1.833537,1.596477,0.1777687,-156.4106
07-05-15 21,1.896476,1.947977,1.844975,0.2173812,-156.9383
07-05-15 22,1.7010875,1.718895,1.68328,0.2184768,-158.60935
07-05-15 23,1.325858,1.537768,1.113948,0.1512966,-144.3891
07-06-15 00,1.8642855,1.94881,1.779761,0.25910365,-129.93975
07-06-15 01,1.812302,1.927984,1.69662,0.23131645,-125.2528
07-06-15 02,1.7410345,1.931694,1.550375,0.2324107,-125.53935
07-06-15 03,1.819702,2.049857,1.589547,0.2276191,-120.41405
07-06-15 04,1.1973825,1.21878,1.175985,0.13514165,-106.16605
07-06-15 05,1.2347325,1.299622,1.169843,0.11955481,-110.56785
07-06-15 06,1.6316155,1.779575,1.483656,0.19909855,-100.80131
07-06-15 07,1.310017,1.55507,1.064964,0.18038295,-106.26815
07-06-15 08,3.252277,3.387762,3.116792,0.6125991,-93.42537
07-06-15 09,3.274604,3.358658,3.19055,0.61203675,-80.98108
07-06-15 10,3.813877,3.964011,3.663743,0.7651822,-86.6819
07-06-15 11,3.8720605,4.079592,3.664529,0.7436235,-78.707305
07-06-15 12,3.6804005,3.695007,3.665794,0.6802063,-76.623475
07-06-15 13,3.7055885,3.771411,3.639766,0.65160275,-74.595995
07-06-15 14,3.333541,3.446124,3.220958,0.6020103,-73.04803
07-06-15 15,3.019713,3.028407,3.011019,0.58398945,-76.810395
07-06-15 16,3.094136,3.145974,3.042298,0.602002,-70.70682
07-06-15 17,2.41267,2.671111,2.154229,0.44668765,-86.13347
07-06-15 18,2.0827985,2.186074,1.979523,0.2580571,-109.8258
07-06-15 19,2.347782,2.388989,2.306575,0.300959,-117.3296
07-06-15 20,2.280805,2.296822,2.264788,0.31207105,-122.45565
07-06-15 21,2.1953355,2.269639,2.121032,0.2526599,-117.3886
07-06-15 22,2.422799,2.48701,2.358588,0.29747725,-118.0318
07-06-15 23,1.8717595,2.067313,1.676206,0.25330695,-114.82545
07-07-15 00,1.2376795,1.362669,1.11269,0.107248105,-136.872
07-07-15 01,1.617017,2.003781,1.230253,0.165738565,-117.5801
07-07-15 02,2.5547575,2.701308,2.408207,0.37593805,-112.23105
07-07-15 03,1.589695,2.294717,0.884673,0.29741575,-91.079585
07-07-15 04,1.7588075,2.290001,1.227614,0.2942274,-91.072115
07-07-15 05,2.0898585,2.268061,1.911656,0.32852935,-86.2914
07-07-15 06,1.786021,2.557829,1.014213,0.28503265,-105.0838
07-07-15 07,1.90176,2.119617,1.683903,0.249125,-104.8054
07-07-15 08,1.475139,1.708929,1.241349,0.24183245,-76.175555
07-07-15 09,1.9697495,2.248339,1.69116,0.31924315,-57.23334
07-07-15 10,2.7079905,2.710008,2.705973,0.48675605,-55.328095
07-07-15 11,2.967685,2.970216,2.965154,0.5276672,-61.30185
07-07-15 12,3.1201075,3.251699,2.988516,0.60002395,-77.383515
07-07-15 13,3.248492,3.310812,3.186172,0.62120985,-69.168825
07-07-15 14,2.846779,2.879447,2.814111,0.54407505,-71.00856
07-07-15 15,2.8415345,2.963588,2.719481,0.50300195,-72.01872
07-07-15 16,2.171648,2.196863,2.146433,0.38966745,-76.17459
07-07-15 17,1.596802,1.833096,1.360508,0.2467812,-92.682145
07-07-15 18,1.6420445,1.668917,1.615172,0.1886777,-112.29905
07-07-15 19,2.330307,2.446416,2.214198,0.38436345,-113.04245
07-07-15 20,2.319038,2.591034,2.047042,0.3889964,-116.88735
07-07-15 21,1.924007,2.108828,1.739186,0.2795828,-89.131865
07-07-15 22,2.0715205,2.205367,1.937674,0.33599015,-104.93629
07-07-15 23,1.115901,1.469271,0.762531,0.146758,-105.3228
07-08-15 00,0.5257849,0.6626852,0.3888846,0.051890945,19.21695
07-08-15 01,0.4848689,0.5500073,0.4197305,0.059506285,162.71005
07-08-15 02,0.4745675,0.576936,0.372199,0.03367146,-23.0253
07-08-15 03,0.71868335,1.010243,0.4271237,0.049961685,-11.17995
07-08-15 04,0.62697255,0.7777614,0.4761837,0.036201365,-114.09065
07-08-15 05,0.8894192,0.9237344,0.855104,0.037612225,-105.97455
07-08-15 06,0.88484005,0.9215282,0.8481519,0.0523102,-107.44475
07-08-15 07,1.02087485,1.092734,0.9490157,0.070401665,-120.01125
07-08-15 08,1.1697733,1.357663,0.9818836,0.24027585,-76.075975
07-08-15 09,2.2684295,2.382609,2.15425,0.3804445,-56.839235
07-08-15 10,3.136558,3.29248,2.980636,0.6053718,-71.84613
07-08-15 11,2.654234,2.876331,2.432137,0.5358057,-79.906935
07-08-15 12,1.8768995,1.9673,1.786499,0.41512095,-45.299345
07-08-15 13,2.1212745,2.333405,1.909144,0.41982305,-57.35867
07-08-15 14,1.805308,1.903888,1.706728,0.183834615,35.80002
07-08-15 15,2.2553535,2.320893,2.189814,0.4234402,-100.888345
07-08-15 16,2.0767185,2.14845,2.004987,0.39345485,-132.0396
07-08-15 17,2.1195965,2.288305,1.950888,0.3862232,-117.2794
07-08-15 18,1.59418,1.650822,1.537538,0.1265105,-148.53235
07-08-15 19,1.9562595,2.011262,1.901257,0.1838957,-138.96875
07-08-15 20,1.924881,2.081637,1.768125,0.1707328,-141.5226
07-08-15 21,1.911225,1.928481,1.893969,0.17205595,-116.8373
07-08-15 22,1.909258,1.927183,1.891333,0.20660025,-115.36335
07-08-15 23,1.7251005,2.155096,1.295105,0.23753965,-106.53535
07-09-15 00,1.345131,1.359271,1.330991,0.04053879,128.40385
07-09-15 01,1.06473655,1.205169,0.9243041,0.053915005,111.01645
07-09-15 02,1.26611,1.483924,1.048296,0.055421975,127.52555
07-09-15 03,0.97853,1.222614,0.734446,0.033508545,80.916615
07-09-15 04,1.1832845,1.349403,1.017166,0.045816605,115.93335
07-09-15 05,1.384618,1.481389,1.287847,0.08320192,125.20985
07-09-15 06,1.16414,1.220341,1.107939,0.059377585,117.29655
07-09-15 07,0.8171254,0.9430861,0.6911647,0.031462185,139.99695
07-09-15 08,0.828331,1.046257,0.610405,0.164347955,24.443355
07-09-15 09,2.0299785,2.144796,1.915161,0.4103965,27.54768
07-09-15 10,4.020759,4.211693,3.829825,0.77463595,57.0159
07-09-15 11,3.9367065,4.012808,3.860605,0.749969,47.841645
07-09-15 12,4.1646765,4.331625,3.997728,0.7127522,50.963665
07-09-15 13,3.664248,3.767587,3.560909,0.7209516,43.746665
07-09-15 14,3.842042,3.844757,3.839327,0.714641,40.616215
07-09-15 15,3.4240065,3.548367,3.299646,0.6188448,27.94162
07-09-15 16,2.9660095,3.066813,2.865206,0.6017375,50.98042
07-09-15 17,2.7892825,2.796658,2.781907,0.5332013,31.4705
07-09-15 18,2.183588,2.32486,2.042316,0.3083781,-20.8173685
07-09-15 19,2.338894,2.454843,2.222945,0.29988345,-20.03555
07-09-15 20,2.6052485,3.307166,1.903331,0.34056075,-10.5692585
07-09-15 21,1.7134205,1.877888,1.548953,0.20207565,27.590025
07-09-15 22,1.4909615,1.570148,1.411775,0.2157062,12.000796
07-09-15 23,0.87761545,1.049971,0.7052599,0.0973549,20.22061183
07-10-15 00,1.45799,1.518095,1.397885,0.14374163,-9.695265
07-10-15 01,1.909459,2.106779,1.712139,0.2402752,-109.3767
07-10-15 02,1.12988455,1.463621,0.7961481,0.139450145,-122.262
07-10-15 03,0.8503658,0.8900321,0.8106995,0.05447396,-64.3338
07-10-15 04,0.51946835,0.5587115,0.4802252,0.03081864,-33.6684
07-10-15 05,0.64495475,0.6897814,0.6001281,0.052855625,-162.15865
07-10-15 06,0.9162406,0.9562451,0.8762361,0.08162654,-143.9042
07-10-15 07,1.2371713,1.514937,0.9594056,0.1472619,-53.673495
07-10-15 08,2.550387,3.05107,2.049704,0.41502435,-19.934155
07-10-15 09,3.7963215,3.839698,3.752945,0.612467,-18.2705215
07-10-15 10,3.7398145,3.904366,3.575263,0.6336804,-4.7358553
07-10-15 11,3.3637135,3.542015,3.185412,0.55988725,-1.928899
07-10-15 12,2.5915505,2.719581,2.46352,0.4255424,-3.668432
07-10-15 13,2.090789,2.125116,2.056462,0.4356133,31.93002
07-10-15 14,1.676636,1.750845,1.602427,0.2040551,-22.254405
07-10-15 15,2.27722665,3.812337,0.7421163,0.38503155,-13.1942
07-10-15 16,1.428472,1.450029,1.406915,0.2820693,89.165985
07-10-15 17,1.06871625,1.306924,0.8305085,0.1881724,70.24332
07-10-15 18,1.663553,1.963714,1.363392,0.2594003,108.40352
07-10-15 19,1.03366225,1.507253,0.5600715,0.111596695,-45.92336
07-10-15 20,0.89361905,1.050321,0.7369171,0.081481115,-105.25619
07-10-15 21,1.094323,1.125843,1.062803,0.07968209,68.146595
07-10-15 22,1.2885775,1.340972,1.236183,0.085489835,112.8875
07-10-15 23,1.189257,1.240249,1.138265,0.060113525,128.61425
07-11-15 00,0.8469828,0.9994382,0.6945274,0.089024535,62.1702885
07-11-15 01,1.648616,1.764608,1.532624,0.2333926,152.68705
07-11-15 02,2.003764,2.312765,1.694763,0.34366385,158.77075
07-11-15 03,0.79125955,1.122052,0.4604671,0.19240005,62.52935
07-11-15 04,1.165385,1.330131,1.000639,0.11798335,139.57795
07-11-15 05,1.15386765,1.514513,0.7932223,0.19389855,172.6835
07-11-15 06,2.115784,2.343084,1.888484,0.3620527,177.5395
07-11-15 07,2.7352365,2.750497,2.719976,0.500457,177.5582
07-11-15 08,2.9952515,3.006875,2.983628,0.5403961,0.88515
07-11-15 09,3.040434,3.230214,2.850654,0.59075405,-156.8274
07-11-15 10,3.1978075,3.337168,3.058447,0.60175685,-143.6554
07-11-15 11,2.589213,2.846193,2.332233,0.5313995,-133.9716
07-11-15 12,1.887657,1.920725,1.854589,0.36689375,-138.013
07-11-15 13,2.026958,2.103951,1.949965,0.3714203,-127.83135
07-11-15 14,1.724472,1.908775,1.540169,0.3455062,-120.8202
07-11-15 15,1.349994,1.535319,1.164669,0.24121715,-31.007475
07-11-15 16,1.252564,1.308505,1.196623,0.22302825,-49.91812
07-11-15 17,2.3197085,2.493837,2.14558,0.33593695,74.696725
07-11-15 18,1.540859,1.771305,1.310413,0.1180193,142.41535
07-11-15 19,1.0242928,1.271676,0.7769096,0.13182102,59.68936
07-11-15 20,1.6412755,2.004519,1.278032,0.241813,-52.77867
07-11-15 21,1.1719045,1.244028,1.099781,0.128208115,69.536381
07-11-15 22,1.800064,2.354755,1.245373,0.25971935,145.02665
07-11-15 23,3.944701,3.994125,3.895277,0.7140619,157.75745
07-12-15 00,1.4606515,1.695175,1.226128,0.15261905,114.6729
07-12-15 01,1.0375015,1.070965,1.004038,0.099179615,131.03845
07-12-15 02,1.255551,1.434168,1.076934,0.10312679,120.65495
07-12-15 03,0.5508957,0.5556946,0.5460968,0.03949708,-41.45068
07-12-15 04,0.50591145,0.5669434,0.4448795,0.04529947,38.84334
07-12-15 05,0.53627995,0.5956445,0.4769154,0.025198645,103.819035
07-12-15 06,0.67331895,0.8793788,0.4672591,0.05722431,107.875645
07-12-15 07,0.92876735,1.084747,0.7727877,0.15985535,64.9001922
07-12-15 08,1.3511125,1.416933,1.285292,0.16936205,-22.488081
07-12-15 09,1.616898,1.762277,1.471519,0.2932973,29.02423
07-12-15 10,1.9097605,2.027428,1.792093,0.361007,18.272006
07-12-15 11,1.6216225,1.69168,1.551565,0.30573665,48.091055
07-12-15 12,1.8632935,2.298121,1.428466,0.3131027,41.11196
07-12-15 13,2.461646,2.854637,2.068655,0.3979514,-61.986845
07-12-15 14,1.666222,2.008969,1.323475,0.2616096,59.71341
07-12-15 15,1.5596185,1.659886,1.459351,0.2610746,-126.7987
07-12-15 16,1.3952175,1.441463,1.348972,0.24644735,-111.60123
07-12-15 17,0.9577303,1.146288,0.7691726,0.15429835,-130.2403
07-12-15 18,2.1177415,2.31304,1.922443,0.3361177,-126.6136
07-12-15 19,1.688053,1.977854,1.398252,0.30347545,-125.9968
07-12-15 20,1.51545,1.59277,1.43813,0.13711135,152.26055
07-12-15 21,1.346285,1.374699,1.317871,0.1831036,4.0168
07-12-15 22,1.21502435,1.696765,0.7332837,0.1691562,-160.37665
07-12-15 23,0.8727814,0.9823256,0.7632372,0.083512945,43.22999
08-01-15 00,1.226764,1.387061,1.066467,0.13357365,12.0729
08-01-15 01,1.480741,1.585857,1.375625,0.1309659,-137.4157
08-01-15 02,2.1009775,2.183111,2.018844,0.24974715,-132.4619
